size_sq_ft,propertyType,bedrooms,localityName,price,price_per_sqft
3600,Independent Floor,4,East of Kailash,150000,41.666666666666664
1800,Independent Floor,3,Greater kailash 1,75000,41.666666666666664
1000,Independent Floor,2,Greater Kailash,27000,27.0
1200,Independent Floor,2,Greater Kailash,40000,33.333333333333336
1650,Independent Floor,3,South Extension 2,75000,45.45454545454545
3600,Independent Floor,4,East of Kailash,85000,23.61111111111111
1800,Independent Floor,3,East of Kailash,65000,36.111111111111114
800,Independent Floor,2,Chattarpur,15000,18.75
7200,Independent House,4,other,350000,48.611111111111114
4500,Villa,3,Gulmohar park,250000,55.55555555555556
4200,Villa,6,Panchsheel Enclave,225000,53.57142857142857
3500,Independent House,4,Neb Sarai,450000,128.57142857142858
1600,Independent Floor,2,Greater Kailash,50000,31.25
1600,Independent Floor,3,Alaknanda,50000,31.25
1800,Independent Floor,2,Greater kailash 1,45000,25.0
1600,Independent Floor,2,Kalkaji,45000,28.125
1400,Independent Floor,2,Alaknanda,30000,21.428571428571427
1600,Independent Floor,3,Kalkaji,50000,31.25
7500,Villa,6,New Friends Colony,320000,42.666666666666664
1000,Independent Floor,2,Lajpat Nagar,24000,24.0
950,Independent Floor,2,Lajpat Nagar,21000,22.105263157894736
800,Independent Floor,2,Greater Kailash,28000,35.0
1400,Independent Floor,2,East of Kailash,43000,30.714285714285715
2700,Independent Floor,3,Greater Kailash,130000,48.148148148148145
1800,Independent Floor,3,Sarvpriya Vihar,65000,36.111111111111114
1800,Independent Floor,3,Greater Kailash,90000,50.0
1800,Independent Floor,3,Greater kailash 1,70000,38.888888888888886
1500,Independent Floor,3,Greater Kailash,70000,46.666666666666664
2700,Independent Floor,4,Greater Kailash,75000,27.77777777777778
1125,Independent Floor,3,East of Kailash,50000,44.44444444444444
1400,Apartment,3,Chattarpur,20000,14.285714285714286
1200,Apartment,3,Chattarpur,17000,14.166666666666666
1000,Apartment,2,Chattarpur,17000,17.0
1200,Independent Floor,2,Chattarpur,22000,18.333333333333332
1300,Independent Floor,2,Chattarpur,22000,16.923076923076923
1400,Independent Floor,2,Chattarpur,25000,17.857142857142858
1500,Independent Floor,3,Chattarpur,17000,11.333333333333334
4050,Independent Floor,4,Safdarjung Development Area,150000,37.03703703703704
1800,Independent Floor,2,Hauz Khas,55000,30.555555555555557
4500,Independent Floor,4,Panchsheel Park,200000,44.44444444444444
2700,Independent Floor,3,Safdarjung Enclave,150000,55.55555555555556
2500,Independent Floor,3,East of Kailash,85000,34.0
3600,Independent Floor,3,Safdarjung Enclave,140000,38.888888888888886
2250,Independent Floor,4,Safdarjung Enclave,130000,57.77777777777778
2700,Independent Floor,2,Greater kailash 1,50000,18.51851851851852
4500,Villa,3,Gulmohar park,245000,54.44444444444444
950,Independent Floor,2,Lajpat Nagar,32000,33.68421052631579
900,Independent Floor,2,Lajpat Nagar,27000,30.0
950,Independent Floor,2,Lajpat Nagar,35000,36.8421052631579
950,Independent Floor,2,Lajpat Nagar,20000,21.05263157894737
1800,Independent House,3,East of Kailash,40000,22.22222222222222
1800,Independent Floor,2,South Extension 2,45000,25.0
3600,Independent Floor,3,Vasant Vihar,250000,69.44444444444444
1500,Independent Floor,3,Sainik Farms,30000,20.0
1600,Independent Floor,2,Kalkaji,50000,31.25
2000,Independent Floor,3,Greater Kailash,60000,30.0
1600,Independent Floor,3,Alaknanda,40000,25.0
900,Independent Floor,2,Lajpat Nagar,45000,50.0
1125,Independent Floor,2,Vasant Vihar,55000,48.888888888888886
900,Independent Floor,2,Greater Kailash,30000,33.333333333333336
1125,Independent Floor,3,East of Kailash,45000,40.0
2000,Independent Floor,3,Lajpat Nagar,55000,27.5
2000,Independent Floor,2,Saket,65000,32.5
1650,Independent Floor,2,Greater Kailash,45000,27.272727272727273
1200,Independent Floor,2,Greater Kailash,50000,41.666666666666664
1650,Independent Floor,3,Greater kailash 1,65000,39.39393939393939
1900,Independent Floor,4,Greater Kailash,85000,44.73684210526316
900,Independent Floor,2,Lajpat Nagar,30000,33.333333333333336
1650,Independent Floor,3,Defence Colony,120000,72.72727272727273
1125,Independent Floor,2,East of Kailash,36000,32.0
1200,Apartment,3,Chattarpur,17000,14.166666666666666
1500,Independent Floor,3,Chattarpur,17500,11.666666666666666
1050,Independent Floor,2,Chattarpur,18000,17.142857142857142
1000,Independent Floor,2,Chattarpur,17500,17.5
800,Independent Floor,2,Chattarpur,16000,20.0
1500,Independent Floor,2,Chattarpur,20000,13.333333333333334
1200,Independent Floor,2,Chattarpur,16000,13.333333333333334
1300,Independent Floor,2,Chattarpur,16000,12.307692307692308
1000,Independent Floor,2,Chattarpur,16000,16.0
1100,Independent Floor,2,Chattarpur,16500,15.0
1100,Independent Floor,2,Chattarpur,15000,13.636363636363637
1200,Independent Floor,2,Chattarpur,16800,14.0
1200,Independent Floor,2,Chattarpur,16500,13.75
1200,Independent Floor,3,Chattarpur,17000,14.166666666666666
1300,Independent Floor,2,Chattarpur,18000,13.846153846153847
1800,Independent Floor,4,Chattarpur,28000,15.555555555555555
1200,Independent Floor,2,Chattarpur,17000,14.166666666666666
1200,Independent Floor,2,Chattarpur,16500,13.75
1200,Independent Floor,2,Chattarpur,18000,15.0
1200,Independent Floor,2,Chattarpur,20000,16.666666666666668
1200,Independent Floor,2,Chattarpur,20000,16.666666666666668
900,Independent Floor,2,Chattarpur,16000,17.77777777777778
1100,Independent Floor,2,Chattarpur,16000,14.545454545454545
900,Independent Floor,2,Chattarpur,15500,17.22222222222222
1500,Independent Floor,3,Chattarpur,20000,13.333333333333334
1200,Independent Floor,2,Chattarpur,16000,13.333333333333334
1200,Independent Floor,2,Chattarpur,17000,14.166666666666666
1200,Apartment,2,Chattarpur,24000,20.0
2500,Independent Floor,3,Chattarpur,35000,14.0
1300,Independent Floor,2,Chattarpur,19000,14.615384615384615
2000,Independent Floor,2,Chattarpur,22000,11.0
750,Apartment,2,Chattarpur,15500,20.666666666666668
1200,Apartment,2,Chattarpur,20000,16.666666666666668
9000,Independent Floor,5,Kalkaji,500000,55.55555555555556
1800,Independent Floor,3,Lajpat Nagar,70000,38.888888888888886
1800,Independent Floor,3,Lajpat Nagar,65000,36.111111111111114
4950,Independent Floor,5,Greater Kailash,250000,50.505050505050505
2925,Independent Floor,3,Defence Colony,200000,68.37606837606837
3600,Independent Floor,4,Safdarjung Enclave,180000,50.0
1200,Independent Floor,2,Safdarjung Enclave,60000,50.0
2925,Independent Floor,4,Greater kailash 1,200000,68.37606837606837
2700,Independent Floor,4,Greater kailash 1,120000,44.44444444444444
5400,Independent Floor,4,other,195000,36.111111111111114
1800,Independent Floor,2,Anand Niketan,65000,36.111111111111114
3000,Independent Floor,4,Greater Kailash,110000,36.666666666666664
1908,Independent Floor,3,Greater kailash 1,85000,44.54926624737946
2925,Independent Floor,3,Defence Colony,190000,64.95726495726495
3150,Independent Floor,4,Green Park,125000,39.682539682539684
3600,Independent Floor,4,Safdarjung Enclave,140000,38.888888888888886
4230,Independent Floor,4,other,92000,21.749408983451538
4500,Independent Floor,4,other,100000,22.22222222222222
2850,Independent Floor,4,Gulmohar park,145000,50.87719298245614
2000,Independent Floor,3,Greater Kailash,62000,31.0
2050,Independent Floor,3,Hauz Khas,70000,34.146341463414636
4500,Independent Floor,3,Gulmohar park,160000,35.55555555555556
2750,Independent Floor,4,Greater kailash 1,100000,36.36363636363637
1900,Independent Floor,3,Panchsheel Enclave,110000,57.89473684210526
4500,Independent Floor,4,Panchsheel Park,110000,24.444444444444443
2750,Independent Floor,3,Panchsheel Enclave,92000,33.45454545454545
1800,Independent Floor,3,South Extension 2,70000,38.888888888888886
3100,Independent Floor,4,Malviya Nagar,90000,29.032258064516128
1950,Independent Floor,3,Panchsheel Enclave,100000,51.282051282051285
2700,Independent Floor,4,Gulmohar park,125000,46.2962962962963
4500,Independent Floor,4,Panchsheel Park,250000,55.55555555555556
4000,Independent Floor,4,Sarvodaya Enclave,75000,18.75
4500,Independent Floor,4,Saket,100000,22.22222222222222
5600,Independent Floor,4,Panchsheel Park,350000,62.5
5000,Independent Floor,4,Hauz Khas,350000,70.0
1800,Independent Floor,3,Gulmohar park,80000,44.44444444444444
2250,Independent Floor,3,Malviya Nagar,80000,35.55555555555556
4500,Independent Floor,4,Panchsheel Park,150000,33.333333333333336
2750,Independent Floor,4,Greater kailash 1,115000,41.81818181818182
1950,Independent Floor,3,Panchsheel Enclave,80000,41.02564102564103
2700,Independent Floor,4,Panchsheel Enclave,125000,46.2962962962963
4500,Independent Floor,4,Greater kailash 1,180000,40.0
1900,Independent Floor,3,Panchsheel Enclave,70000,36.8421052631579
2700,Independent Floor,4,Gulmohar park,115000,42.592592592592595
1900,Independent Floor,3,Panchsheel Enclave,80000,42.10526315789474
1800,Independent Floor,3,Gulmohar park,80000,44.44444444444444
4500,Independent Floor,3,Greater Kailash,70000,15.555555555555555
2750,Independent Floor,4,Hauz Khas,125000,45.45454545454545
2700,Independent Floor,4,Safdarjung Enclave,80000,29.62962962962963
4500,Independent Floor,4,Greater kailash 1,115000,25.555555555555557
2700,Independent Floor,3,other,80000,29.62962962962963
4500,Independent Floor,4,Hauz Khas,190000,42.22222222222222
2750,Independent Floor,3,Panchsheel Enclave,100000,36.36363636363637
865,Independent Floor,2,Chattarpur,16000,18.497109826589597
1000,Independent Floor,2,Chattarpur,16000,16.0
880,Independent Floor,2,Chattarpur,16500,18.75
900,Independent Floor,2,Chattarpur,15000,16.666666666666668
1080,Independent Floor,2,Chattarpur,16500,15.277777777777779
1570,Independent Floor,3,Chattarpur,21000,13.375796178343949
1360,Independent Floor,2,Chattarpur,35000,25.735294117647058
1580,Independent Floor,3,Chattarpur,20000,12.658227848101266
1580,Independent Floor,2,Chattarpur,24000,15.189873417721518
880,Independent Floor,2,Chattarpur,15000,17.045454545454547
1585,Independent Floor,2,Chattarpur,17000,10.725552050473187
1000,Independent Floor,2,Chattarpur,15000,15.0
1490,Independent Floor,3,Chattarpur,23000,15.436241610738255
880,Independent Floor,2,Chattarpur,15500,17.613636363636363
920,Independent Floor,2,Chattarpur,16000,17.391304347826086
865,Independent Floor,2,Chattarpur,15000,17.341040462427745
845,Independent Floor,2,Chattarpur,15000,17.75147928994083
1490,Independent Floor,3,Chattarpur,21000,14.093959731543624
875,Independent Floor,2,Chattarpur,15500,17.714285714285715
1690,Independent Floor,3,Chattarpur,23000,13.609467455621301
880,Independent Floor,2,Chattarpur,15000,17.045454545454547
895,Independent Floor,2,Chattarpur,16000,17.877094972067038
865,Independent Floor,2,Chattarpur,15500,17.91907514450867
880,Independent Floor,2,Chattarpur,14500,16.477272727272727
1640,Independent Floor,3,Chattarpur,24000,14.634146341463415
860,Independent Floor,2,Chattarpur,15500,18.023255813953487
1760,Independent Floor,3,Chattarpur,24000,13.636363636363637
915,Independent Floor,2,Chattarpur,15000,16.39344262295082
1490,Independent Floor,3,Chattarpur,21000,14.093959731543624
915,Independent Floor,2,Chattarpur,15500,16.939890710382514
1780,Independent Floor,3,Chattarpur,24000,13.48314606741573
1850,Independent Floor,3,Chattarpur,25000,13.513513513513514
1000,Independent Floor,2,Chattarpur,16000,16.0
1675,Independent Floor,3,Chattarpur,23000,13.73134328358209
1490,Independent Floor,3,Chattarpur,22000,14.765100671140939
1575,Independent Floor,3,Chattarpur,22000,13.968253968253968
885,Independent Floor,2,Chattarpur,15000,16.949152542372882
870,Independent Floor,2,Chattarpur,14000,16.091954022988507
875,Independent Floor,2,Chattarpur,14500,16.571428571428573
595,Independent Floor,2,Chattarpur,15000,25.210084033613445
1485,Independent Floor,3,Chattarpur,21000,14.141414141414142
1545,Independent Floor,3,Chattarpur,22000,14.239482200647249
1655,Independent Floor,3,Chattarpur,23000,13.897280966767372
895,Independent Floor,2,Chattarpur,15000,16.75977653631285
1650,Independent Floor,3,Chattarpur,24000,14.545454545454545
1580,Independent Floor,3,Chattarpur,23000,14.556962025316455
1785,Independent Floor,3,Chattarpur,26000,14.565826330532213
880,Independent Floor,2,Chattarpur,17000,19.318181818181817
1650,Independent Floor,3,Chattarpur,24000,14.545454545454545
915,Independent Floor,2,Chattarpur,16000,17.48633879781421
1650,Independent Floor,3,Chattarpur,24000,14.545454545454545
1630,Independent Floor,3,Chattarpur,25000,15.337423312883436
1680,Independent Floor,3,Chattarpur,26000,15.476190476190476
890,Independent Floor,2,Chattarpur,16000,17.97752808988764
1580,Independent Floor,3,Chattarpur,25000,15.822784810126583
1750,Independent Floor,3,Chattarpur,26000,14.857142857142858
2000,Independent Floor,3,Chattarpur,35000,17.5
920,Independent Floor,2,Chattarpur,16000,17.391304347826086
950,Independent Floor,2,Chattarpur,16500,17.36842105263158
1680,Independent Floor,3,Chattarpur,26000,15.476190476190476
1690,Independent Floor,3,Chattarpur,24000,14.201183431952662
940,Independent Floor,2,Chattarpur,17000,18.085106382978722
1760,Independent Floor,3,Chattarpur,25000,14.204545454545455
915,Independent Floor,2,Chattarpur,15800,17.26775956284153
875,Independent Floor,2,Chattarpur,15500,17.714285714285715
1585,Independent Floor,3,Chattarpur,23500,14.826498422712934
910,Independent Floor,2,Chattarpur,15000,16.483516483516482
1460,Independent Floor,3,Chattarpur,19000,13.013698630136986
895,Independent Floor,2,Chattarpur,15500,17.318435754189945
880,Independent Floor,2,Chattarpur,15000,17.045454545454547
895,Independent Floor,2,Chattarpur,16000,17.877094972067038
585,Independent Floor,2,Chattarpur,10500,17.94871794871795
1450,Independent Floor,3,Chattarpur,22000,15.172413793103448
1750,Independent Floor,2,Gulmohar park,70000,40.0
2200,Independent Floor,3,Safdarjung Enclave,60000,27.272727272727273
1800,Independent Floor,3,Green Park,65000,36.111111111111114
1500,Independent Floor,3,Gautam Nagar,40000,26.666666666666668
900,Apartment,2,Chattarpur,16000,17.77777777777778
1800,Independent Floor,3,Jangpura,100000,55.55555555555556
900,Independent Floor,2,Lajpat Nagar,36500,40.55555555555556
1200,Independent Floor,2,Safdarjung Enclave,40000,33.333333333333336
1000,Independent Floor,2,Jangpura,32000,32.0
1600,Independent Floor,3,Greater kailash 1,85000,53.125
1300,Independent Floor,3,Lajpat Nagar,38500,29.615384615384617
1000,Independent Floor,2,East of Kailash,33000,33.0
2000,Independent Floor,3,Defence Colony,115000,57.5
900,Independent Floor,2,Lajpat Nagar,28000,31.11111111111111
1800,Independent Floor,3,Lajpat Nagar,65000,36.111111111111114
900,Independent Floor,2,Lajpat Nagar,32000,35.55555555555556
2700,Independent Floor,4,Greater Kailash,150000,55.55555555555556
1800,Independent Floor,3,East of Kailash,75000,41.666666666666664
1900,Independent Floor,4,Greater Kailash,75000,39.473684210526315
2700,Independent Floor,3,Greater Kailash,65000,24.074074074074073
900,Independent Floor,2,Lajpat Nagar,30000,33.333333333333336
1980,Independent Floor,3,Defence Colony,65000,32.82828282828283
1800,Independent Floor,2,Jangpura,60000,33.333333333333336
1450,Apartment,2,Chattarpur,22000,15.172413793103448
1000,Independent Floor,2,Chattarpur,16000,16.0
1000,Independent Floor,2,Chattarpur,13500,13.5
1400,Independent Floor,2,Chattarpur,20000,14.285714285714286
1200,Independent Floor,2,Chattarpur,18000,15.0
1400,Independent Floor,3,Chattarpur,19000,13.571428571428571
1200,Independent Floor,2,Chattarpur,16000,13.333333333333334
1000,Independent Floor,2,Chattarpur,14000,14.0
1200,Independent Floor,2,Chattarpur,17500,14.583333333333334
1600,Independent Floor,2,Chattarpur,35000,21.875
1200,Independent Floor,2,Chattarpur,16500,13.75
1800,Independent Floor,3,South Extension 2,85000,47.22222222222222
1800,Independent Floor,3,Lajpat Nagar,75000,41.666666666666664
2700,Independent Floor,4,Lajpat Nagar,100000,37.03703703703704
2100,Independent Floor,3,Lajpat Nagar,55000,26.19047619047619
1800,Independent Floor,3,Lajpat Nagar,75000,41.666666666666664
1953,Independent Floor,3,South Extension 2,100000,51.20327700972862
2700,Independent Floor,2,East of Kailash,45000,16.666666666666668
2700,Independent Floor,2,East of Kailash,50000,18.51851851851852
1800,Independent Floor,3,Safdarjung Enclave,60000,33.333333333333336
2700,Independent Floor,3,Panchsheel Park,70000,25.925925925925927
1000,Independent Floor,2,Safdarjung Development Area,48000,48.0
1890,Independent Floor,3,Gulmohar park,110000,58.2010582010582
2385,Independent Floor,3,Panchsheel Enclave,70000,29.350104821802937
5400,Independent Floor,4,Panchsheel Park,175000,32.407407407407405
1800,Independent Floor,2,Safdarjung Development Area,80000,44.44444444444444
1800,Independent Floor,3,Safdarjung Enclave,70000,38.888888888888886
2700,Independent Floor,3,Hauz Khas,70000,25.925925925925927
3150,Independent Floor,4,Greater kailash 1,110000,34.92063492063492
1935,Independent Floor,3,Anand Niketan,75000,38.75968992248062
2250,Independent Floor,3,Greater Kailash,85000,37.77777777777778
1650,Independent Floor,2,Jangpura,80000,48.484848484848484
3600,Independent Floor,4,Hauz Khas,100000,27.77777777777778
1950,Independent Floor,2,Panchsheel Enclave,65000,33.333333333333336
2850,Independent Floor,5,Hauz Khas,175000,61.40350877192982
1800,Independent Floor,3,South Extension 2,70000,38.888888888888886
2700,Independent Floor,4,Greater Kailash,85000,31.48148148148148
2000,Independent Floor,3,Hauz Khas,85000,42.5
2700,Independent Floor,3,Panchsheel Park,100000,37.03703703703704
1250,Apartment,3,Chattarpur,17000,13.6
750,Apartment,2,Sainik Farms,17000,22.666666666666668
2500,Independent Floor,4,Greater kailash 1,80000,32.0
1250,Independent Floor,3,Greater Kailash,50000,40.0
2925,Independent Floor,3,Defence Colony,150000,51.282051282051285
1953,Independent Floor,3,Defence Colony,120000,61.443932411674346
6300,Independent Floor,5,Jor bagh,500000,79.36507936507937
3375,Independent Floor,3,Jor bagh,350000,103.70370370370371
2925,Independent Floor,4,Defence Colony,135000,46.15384615384615
2700,Independent Floor,4,Safdarjung Enclave,130000,48.148148148148145
5715,Independent Floor,4,Greater kailash 1,140000,24.496937882764655
2925,Independent Floor,3,Defence Colony,190000,64.95726495726495
3249,Independent Floor,3,Defence Colony,180000,55.40166204986149
5715,Independent Floor,4,Greater kailash 1,130000,22.747156605424323
3600,Independent Floor,4,Vasant Vihar,145000,40.27777777777778
2835,Independent Floor,3,Safdarjung Enclave,95000,33.50970017636684
4500,Independent Floor,4,Greater kailash 1,120000,26.666666666666668
2925,Independent Floor,3,Defence Colony,160000,54.7008547008547
2700,Independent Floor,4,Lajpat Nagar III,125000,46.2962962962963
5490,Independent Floor,4,Vasant Vihar,250000,45.537340619307834
3600,Independent Floor,4,Vasant Vihar,165000,45.833333333333336
3600,Independent Floor,3,Vasant Vihar,105000,29.166666666666668
5400,Independent Floor,4,Vasant Vihar,190000,35.18518518518518
2835,Independent Floor,4,Green Park,130000,45.85537918871252
3600,Independent Floor,4,Vasant Vihar,125000,34.72222222222222
5400,Independent Floor,4,Vasant Vihar,425000,78.70370370370371
4725,Independent Floor,4,Vasant Vihar,200000,42.32804232804233
4725,Independent Floor,4,Vasant Vihar,225000,47.61904761904762
3690,Independent Floor,4,Vasant Vihar,200000,54.200542005420054
3600,Independent Floor,4,Vasant Vihar,150000,41.666666666666664
5400,Independent Floor,4,Vasant Vihar,325000,60.18518518518518
2906,Independent Floor,4,Green Park,120000,41.293874741913285
3600,Independent Floor,4,Vasant Vihar,225000,62.5
3600,Independent Floor,4,Vasant Vihar,200000,55.55555555555556
5400,Independent Floor,4,Vasant Vihar,270000,50.0
4050,Independent Floor,4,Vasant Vihar,350000,86.41975308641975
5400,Independent Floor,4,Vasant Vihar,190000,35.18518518518518
3600,Independent Floor,4,Vasant Vihar,130000,36.111111111111114
2700,Independent Floor,4,Vasant Vihar,170000,62.96296296296296
2700,Independent Floor,4,Greater kailash 1,120000,44.44444444444444
2925,Independent Floor,3,Defence Colony,145000,49.572649572649574
2925,Independent Floor,3,Defence Colony,200000,68.37606837606837
3600,Independent Floor,3,Defence Colony,240000,66.66666666666667
3600,Independent Floor,3,Vasant Vihar,150000,41.666666666666664
3600,Independent Floor,4,Vasant Vihar,125000,34.72222222222222
3375,Independent Floor,3,Jor bagh,260000,77.03703703703704
1872,Independent Floor,3,Greater kailash 1,85000,45.4059829059829
4500,Independent Floor,4,Greater kailash 1,125000,27.77777777777778
4500,Independent Floor,4,Vasant Vihar,240000,53.333333333333336
3600,Independent Floor,4,Vasant Vihar,160000,44.44444444444444
3600,Independent Floor,3,Vasant Vihar,100000,27.77777777777778
2700,Independent Floor,3,Defence Colony,145000,53.7037037037037
2250,Independent Floor,3,East of Kailash,50000,22.22222222222222
1350,Apartment,3,Chattarpur,25000,18.51851851851852
1350,Apartment,3,Chattarpur,24000,17.77777777777778
1300,Independent Floor,3,Chattarpur,24000,18.46153846153846
1000,Independent Floor,2,Chattarpur,18000,18.0
1200,Independent Floor,2,Chattarpur,16500,13.75
1600,Independent Floor,3,Chattarpur,21000,13.125
800,Independent Floor,2,Chattarpur,10000,12.5
500,Independent Floor,2,Chattarpur,13000,26.0
1600,Independent Floor,2,Chattarpur,25000,15.625
1872,Independent Floor,3,Greater kailash 1,90000,48.07692307692308
1800,Independent Floor,3,Greater Kailash,90000,50.0
2385,Independent Floor,3,Panchsheel Enclave,90000,37.735849056603776
2250,Independent Floor,3,Greater Kailash,85000,37.77777777777778
2700,Independent Floor,4,Greater Kailash,110000,40.74074074074074
2799,Independent Floor,3,Greater Kailash,125000,44.65880671668453
2700,Independent Floor,3,Panchsheel Park,90000,33.333333333333336
2384,Independent Floor,3,Panchsheel Park,95000,39.848993288590606
1900,Independent Floor,4,Vasant Kunj,80000,42.10526315789474
1600,Independent Floor,2,Panchsheel Park,80000,50.0
4500,Independent Floor,4,Panchsheel Park,200000,44.44444444444444
2700,Independent Floor,3,Saket,100000,37.03703703703704
4500,Independent Floor,4,Greater kailash 1,150000,33.333333333333336
4500,Independent Floor,4,Greater Kailash,175000,38.888888888888886
4500,Independent Floor,3,Greater kailash 1,200000,44.44444444444444
3600,Independent Floor,4,Safdarjung Enclave,110000,30.555555555555557
3600,Independent Floor,4,Safdarjung Enclave,180000,50.0
1800,Independent Floor,3,Safdarjung Enclave,85000,47.22222222222222
1125,Independent Floor,3,East of Kailash,50000,44.44444444444444
2700,Independent Floor,4,East of Kailash,85000,31.48148148148148
2250,Independent Floor,2,Greater Kailash,60000,26.666666666666668
2700,Independent Floor,4,Safdarjung Enclave,150000,55.55555555555556
2970,Independent Floor,4,Greater Kailash,100000,33.67003367003367
1872,Independent Floor,3,Greater kailash 1,75000,40.06410256410256
1125,Independent Floor,2,Lajpat Nagar IV,40000,35.55555555555556
2700,Independent Floor,3,Greater kailash 1,60000,22.22222222222222
1800,Independent Floor,3,East of Kailash,65000,36.111111111111114
1872,Independent Floor,3,Greater kailash 1,60000,32.05128205128205
1872,Independent Floor,3,Greater kailash 1,75000,40.06410256410256
1770,Independent Floor,2,Jor bagh,150000,84.7457627118644
1800,Independent Floor,3,Safdarjung Enclave,100000,55.55555555555556
1800,Independent Floor,3,New Friends Colony,65000,36.111111111111114
1800,Independent Floor,3,East of Kailash,65000,36.111111111111114
2250,Independent Floor,3,Greater Kailash,60000,26.666666666666668
1125,Independent Floor,2,East of Kailash,45000,40.0
2925,Independent Floor,3,Defence Colony,175000,59.82905982905983
2700,Independent Floor,3,Hauz Khas,150000,55.55555555555556
2925,Independent Floor,3,Defence Colony,170000,58.11965811965812
1250,Independent Floor,2,Greater Kailash,42000,33.6
1350,Independent Floor,3,Panchsheel Enclave,65000,48.148148148148145
2700,Independent Floor,4,Greater kailash 1,120000,44.44444444444444
4050,Independent Floor,3,Greater Kailash,110000,27.160493827160494
1800,Independent Floor,3,Safdarjung Enclave,70000,38.888888888888886
2826,Independent Floor,4,Greater Kailash,100000,35.38570417551309
2700,Independent Floor,2,Greater Kailash,45000,16.666666666666668
1900,Independent Floor,3,Panchsheel Enclave,90000,47.36842105263158
1900,Independent Floor,3,Panchsheel Enclave,100000,52.63157894736842
1500,Independent Floor,3,Sainik Farms,25000,16.666666666666668
900,Independent Floor,2,Saket,20000,22.22222222222222
2700,Independent Floor,3,Greater kailash 1,130000,48.148148148148145
2700,Independent Floor,3,Greater Kailash,80000,29.62962962962963
1000,Independent Floor,2,East of Kailash,20000,20.0
1200,Independent Floor,2,East of Kailash,38000,31.666666666666668
1000,Independent Floor,2,Lajpat Nagar,35000,35.0
1200,Independent Floor,3,Lajpat Nagar,45000,37.5
2000,Independent Floor,3,Panchsheel Enclave,100000,50.0
1600,Independent Floor,3,Kalkaji,55000,34.375
1600,Independent Floor,3,Alaknanda,45000,28.125
2000,Independent Floor,3,Panchsheel Park,90000,45.0
2000,Independent Floor,3,Greater kailash 1,100000,50.0
1600,Independent Floor,3,Alaknanda,45000,28.125
2000,Independent Floor,3,Panchsheel Enclave,75000,37.5
1800,Independent Floor,3,Kalkaji,55000,30.555555555555557
1600,Independent Floor,3,Kalkaji,50000,31.25
2925,Independent Floor,3,Defence Colony,140000,47.863247863247864
3600,Independent Floor,4,East of Kailash,100000,27.77777777777778
3600,Independent Floor,4,East of Kailash,120000,33.333333333333336
4500,Independent Floor,4,Safdarjung Enclave,130000,28.88888888888889
3249,Independent Floor,3,Defence Colony,170000,52.3237919359803
750,Apartment,2,Chattarpur,16000,21.333333333333332
750,Apartment,2,Chattarpur,17000,22.666666666666668
1250,Independent Floor,3,Chattarpur,18000,14.4
1500,Independent Floor,2,Chattarpur,22000,14.666666666666666
2700,Independent Floor,4,Hauz Khas,150000,55.55555555555556
4000,Independent Floor,4,Greater Kailash,70000,17.5
1800,Villa,5,South Extension 2,300000,166.66666666666666
1800,Independent Floor,3,East of Kailash,45000,25.0
4500,Independent Floor,4,Greater Kailash,100000,22.22222222222222
2700,Independent Floor,3,Gulmohar park,85000,31.48148148148148
1900,Independent Floor,3,Greater Kailash,85000,44.73684210526316
1150,Independent Floor,3,Lajpat Nagar IV,40000,34.78260869565217
1600,Independent Floor,3,Kalkaji,50000,31.25
1600,Independent Floor,3,Kalkaji,45000,28.125
1400,Independent Floor,2,Alaknanda,35000,25.0
1600,Independent Floor,2,Greater kailash 1,60000,37.5
1600,Independent Floor,3,Alaknanda,45000,28.125
1600,Independent Floor,2,Alaknanda,30000,18.75
1800,Independent Floor,3,Greater kailash 1,50000,27.77777777777778
1600,Independent Floor,2,Greater kailash 1,50000,31.25
1600,Independent Floor,3,Alaknanda,40000,25.0
1800,Independent Floor,3,Safdarjung Enclave,110000,61.111111111111114
1200,Apartment,3,Chattarpur,17000,14.166666666666666
1500,Independent Floor,3,Chattarpur,20000,13.333333333333334
1200,Independent Floor,2,Chattarpur,18000,15.0
1500,Independent Floor,3,Chattarpur,23000,15.333333333333334
1000,Independent Floor,2,Chattarpur,17000,17.0
600,Independent Floor,2,Chattarpur,10000,16.666666666666668
1300,Independent Floor,3,Chattarpur,19000,14.615384615384615
1000,Apartment,2,Chattarpur,15000,15.0
900,Independent Floor,2,Chattarpur,12000,13.333333333333334
2700,Independent Floor,3,Greater Kailash,70000,25.925925925925927
4500,Independent Floor,4,Hauz Khas,145000,32.22222222222222
2000,Independent Floor,3,Safdarjung Enclave,80000,40.0
2800,Independent Floor,4,Greater Kailash,130000,46.42857142857143
1400,Independent Floor,3,Greater Kailash,60000,42.857142857142854
4500,Independent Floor,4,Greater Kailash,150000,33.333333333333336
1800,Independent Floor,3,East of Kailash,65000,36.111111111111114
950,Independent Floor,2,Lajpat Nagar,30000,31.57894736842105
1850,Independent Floor,3,Lajpat Nagar IV,52000,28.10810810810811
950,Independent Floor,2,Lajpat Nagar,28000,29.473684210526315
950,Independent Floor,2,Lajpat Nagar,25000,26.31578947368421
1350,Independent Floor,2,Sainik Farms,30000,22.22222222222222
1000,Independent Floor,2,East of Kailash,25000,25.0
1000,Independent Floor,2,East of Kailash,38000,38.0
1400,Independent Floor,2,Kalkaji,32000,22.857142857142858
