size_sq_ft,propertyType,bedrooms,localityName,price,price_per_sqft
800,Independent Floor,2,Rajouri Garden,20000,25.0
750,Independent Floor,2,Tagore Garden Extension,17000,22.666666666666668
1800,Independent Floor,3,Paschim Vihar,45000,25.0
1750,Independent Floor,3,Paschim Vihar,30000,17.142857142857142
720,Independent Floor,2,Janakpuri,22500,31.25
900,Independent Floor,2,Janakpuri,20000,22.22222222222222
1292,Independent Floor,4,Rohini sector 24,30000,23.21981424148607
1900,Independent Floor,4,Paschim Vihar,50000,26.31578947368421
2000,Independent Floor,4,Paschim Vihar,60000,30.0
1800,Independent Floor,3,Paschim Vihar,40000,22.22222222222222
1650,Independent Floor,3,Paschim Vihar,40000,24.242424242424242
720,Independent Floor,2,Janakpuri,16000,22.22222222222222
1950,Independent Floor,3,Paschim Vihar,55000,28.205128205128204
2250,Independent Floor,4,Paschim Vihar,85000,37.77777777777778
1400,Independent Floor,3,Paschim Vihar,22000,15.714285714285714
800,Independent Floor,2,Paschim Vihar,14500,18.125
1000,Apartment,2,Paschim Vihar,18500,18.5
450,Independent Floor,2,Uttam Nagar,12000,26.666666666666668
800,Independent Floor,2,Paschim Vihar,14000,17.5
720,Independent Floor,2,Janakpuri,35000,48.611111111111114
1800,Independent Floor,3,Paschim Vihar,35000,19.444444444444443
720,Independent Floor,2,Janakpuri,22000,30.555555555555557
1800,Independent Floor,3,Paschim Vihar,33000,18.333333333333332
1500,Independent Floor,2,Paschim Vihar,26000,17.333333333333332
1125,Independent Floor,2,Janakpuri,18000,16.0
1600,Independent Floor,3,Paschim Vihar,25000,15.625
2000,Independent Floor,4,Paschim Vihar,45000,22.5
1650,Independent Floor,3,Paschim Vihar,35000,21.21212121212121
1800,Independent Floor,3,Paschim Vihar,35000,19.444444444444443
1800,Independent Floor,3,Paschim Vihar,42000,23.333333333333332
1000,Apartment,2,Paschim Vihar,23000,23.0
2500,Independent Floor,4,Paschim Vihar,65000,26.0
1700,Independent Floor,3,Paschim Vihar,26700,15.705882352941176
1800,Independent Floor,3,Paschim Vihar,28500,15.833333333333334
1050,Apartment,2,Paschim Vihar,17000,16.19047619047619
750,Independent Floor,2,Uttam Nagar,11000,14.666666666666666
750,Independent Floor,2,Uttam Nagar,12000,16.0
600,Independent Floor,2,Uttam Nagar,10000,16.666666666666668
1500,Independent Floor,2,Uttam Nagar,11000,7.333333333333333
700,Independent Floor,2,Uttam Nagar,11000,15.714285714285714
800,Independent Floor,3,Uttam Nagar,14000,17.5
1200,Independent Floor,2,Uttam Nagar,11000,9.166666666666666
900,Independent Floor,2,Uttam Nagar,12000,13.333333333333334
900,Independent Floor,2,Uttam Nagar,15000,16.666666666666668
750,Independent Floor,2,Uttam Nagar,15000,20.0
900,Independent Floor,3,Uttam Nagar,14000,15.555555555555555
750,Independent Floor,2,Uttam Nagar,12000,16.0
600,Independent Floor,2,Uttam Nagar,12000,20.0
640,Independent Floor,2,Uttam Nagar,12000,18.75
480,Independent Floor,2,Dwarka Mor,12000,25.0
900,Independent Floor,3,Dwarka Mor,12500,13.88888888888889
765,Independent Floor,2,Uttam Nagar,10000,13.071895424836601
540,Independent Floor,2,Dwarka Mor,8500,15.74074074074074
630,Independent Floor,2,Uttam Nagar,12000,19.047619047619047
450,Independent Floor,2,Uttam Nagar,10000,22.22222222222222
900,Independent Floor,2,Uttam Nagar,12000,13.333333333333334
930,Independent Floor,3,Uttam Nagar,12500,13.440860215053764
900,Independent Floor,2,Uttam Nagar,11500,12.777777777777779
600,Independent Floor,2,Dwarka Mor,11000,18.333333333333332
1250,Apartment,3,Vikas Puri,25000,20.0
800,Independent Floor,3,Paschim Vihar,39000,48.75
2400,Independent Floor,3,Tagore Garden Extension,80000,33.333333333333336
1400,Independent Floor,2,Rajouri Garden,35000,25.0
1000,Independent Floor,2,Ashok Nagar,22000,22.0
1600,Independent Floor,3,Rajouri Garden,30000,18.75
1000,Independent Floor,2,Rajouri Garden,25000,25.0
1900,Apartment,3,Paschim Vihar,26000,13.68421052631579
2500,Independent Floor,4,Rajouri Garden,90000,36.0
600,Independent Floor,2,Uttam Nagar,11000,18.333333333333332
2800,Apartment,4,Paschim Vihar,50000,17.857142857142858
900,Apartment,2,Paschim Vihar,22000,24.444444444444443
1000,Apartment,3,Paschim Vihar,24000,24.0
900,Apartment,2,Paschim Vihar,21000,23.333333333333332
900,Apartment,2,Paschim Vihar,21000,23.333333333333332
840,Independent Floor,2,Paschim Vihar,25000,29.761904761904763
840,Independent Floor,2,Paschim Vihar,20000,23.80952380952381
900,Independent Floor,2,Paschim Vihar,21000,23.333333333333332
800,Apartment,2,Paschim Vihar,13000,16.25
600,Independent Floor,2,Paschim Vihar,11000,18.333333333333332
700,Apartment,2,Paschim Vihar,14000,20.0
1400,Apartment,2,Paschim Vihar,23000,16.428571428571427
840,Independent Floor,2,Paschim Vihar,20000,23.80952380952381
800,Apartment,2,Paschim Vihar,24000,30.0
900,Independent Floor,3,Paschim Vihar,26000,28.88888888888889
1000,Independent Floor,2,Paschim Vihar,20500,20.5
800,Independent Floor,2,Paschim Vihar,16000,20.0
800,Apartment,2,Paschim Vihar,14000,17.5
1000,Apartment,2,Paschim Vihar,21000,21.0
1200,Apartment,2,Paschim Vihar,22500,18.75
2500,Independent Floor,4,Paschim Vihar,52000,20.8
840,Apartment,2,Paschim Vihar,19000,22.61904761904762
1500,Independent Floor,2,Paschim Vihar,22000,14.666666666666666
840,Apartment,2,Paschim Vihar,20000,23.80952380952381
840,Apartment,2,Paschim Vihar,18000,21.428571428571427
800,Apartment,2,Paschim Vihar,15000,18.75
1000,Independent Floor,2,Paschim Vihar,22000,22.0
800,Apartment,2,Paschim Vihar,17000,21.25
1000,Apartment,2,Paschim Vihar,24000,24.0
1800,Apartment,2,Paschim Vihar,28000,15.555555555555555
840,Apartment,2,Paschim Vihar,16000,19.047619047619047
840,Apartment,2,Paschim Vihar,18000,21.428571428571427
2000,Independent Floor,2,Paschim Vihar,25000,12.5
2800,Independent Floor,2,Paschim Vihar,30000,10.714285714285714
840,Apartment,2,Paschim Vihar,20000,23.80952380952381
2000,Independent Floor,5,Paschim Vihar,55000,27.5
600,Apartment,2,Paschim Vihar,19000,31.666666666666668
1800,Apartment,3,Paschim Vihar,25000,13.88888888888889
800,Apartment,2,Paschim Vihar,14000,17.5
800,Independent Floor,2,Rohini sector 24,14000,17.5
1800,Independent Floor,3,Paschim Vihar,50000,27.77777777777778
1050,Apartment,2,Paschim Vihar,22000,20.952380952380953
1200,Independent Floor,2,Paschim Vihar,27000,22.5
1800,Independent Floor,3,Paschim Vihar,24000,13.333333333333334
1200,Independent Floor,3,Paschim Vihar,26000,21.666666666666668
2600,Independent Floor,3,Paschim Vihar,50000,19.23076923076923
600,Independent Floor,2,Paschim Vihar,11000,18.333333333333332
600,Independent Floor,2,Uttam Nagar,10000,16.666666666666668
756,Independent Floor,2,Paschim Vihar,17500,23.14814814814815
830,Independent Floor,2,Paschim Vihar,19000,22.89156626506024
900,Apartment,2,Paschim Vihar,19000,21.11111111111111
1050,Apartment,2,Paschim Vihar,18500,17.61904761904762
900,Apartment,3,Paschim Vihar,18000,20.0
750,Independent Floor,2,Uttam Nagar,12000,16.0
2250,Independent Floor,4,Paschim Vihar,51000,22.666666666666668
1350,Independent Floor,3,Paschim Vihar,30000,22.22222222222222
900,Apartment,2,Paschim Vihar,17000,18.88888888888889
900,Apartment,2,Paschim Vihar,19000,21.11111111111111
1200,Independent Floor,3,Paschim Vihar,30000,25.0
900,Independent House,2,Paschim Vihar,21000,23.333333333333332
750,Independent Floor,2,Uttam Nagar,10000,13.333333333333334
1000,Independent Floor,3,Uttam Nagar,13500,13.5
750,Independent Floor,2,Uttam Nagar,10000,13.333333333333334
750,Independent Floor,2,Tagore Garden Extension,18000,24.0
950,Apartment,2,Paschim Vihar,22000,23.157894736842106
1050,Apartment,2,Paschim Vihar,18000,17.142857142857142
1250,Apartment,2,Paschim Vihar,25000,20.0
1350,Independent Floor,3,Paschim Vihar,28000,20.74074074074074
700,Independent Floor,2,Rohini sector 24,15000,21.428571428571427
900,Independent Floor,2,Paschim Vihar,20000,22.22222222222222
750,Independent Floor,2,Uttam Nagar,9000,12.0
1860,Independent Floor,3,Paschim Vihar,40000,21.50537634408602
1350,Independent Floor,3,Paschim Vihar,35000,25.925925925925927
1350,Apartment,2,Paschim Vihar,20000,14.814814814814815
950,Apartment,2,Paschim Vihar,18000,18.94736842105263
1150,Apartment,3,Paschim Vihar,17500,15.217391304347826
1050,Apartment,2,Paschim Vihar,25000,23.80952380952381
1300,Independent Floor,3,Paschim Vihar,23000,17.692307692307693
600,Apartment,2,Paschim Vihar,14500,24.166666666666668
1100,Apartment,2,Paschim Vihar,20000,18.181818181818183
2200,Independent Floor,4,Paschim Vihar,50000,22.727272727272727
1250,Apartment,2,Paschim Vihar,19000,15.2
900,Apartment,2,Paschim Vihar,14000,15.555555555555555
1100,Apartment,3,Paschim Vihar,22000,20.0
900,Apartment,2,Paschim Vihar,21000,23.333333333333332
900,Independent Floor,3,Paschim Vihar,26000,28.88888888888889
840,Independent Floor,2,Paschim Vihar,20000,23.80952380952381
800,Apartment,2,Paschim Vihar,16500,20.625
800,Apartment,2,Paschim Vihar,19000,23.75
1400,Apartment,2,Paschim Vihar,22000,15.714285714285714
800,Independent Floor,2,Paschim Vihar,19500,24.375
1450,Apartment,2,Paschim Vihar,31000,21.379310344827587
750,Apartment,2,Paschim Vihar,15000,20.0
750,Independent Floor,2,Uttam Nagar,10000,13.333333333333334
850,Independent Floor,2,Uttam Nagar,11500,13.529411764705882
700,Independent Floor,2,Uttam Nagar,10000,14.285714285714286
800,Independent Floor,2,Uttam Nagar,11000,13.75
750,Independent Floor,2,Uttam Nagar,10000,13.333333333333334
750,Independent Floor,2,Uttam Nagar,11000,14.666666666666666
900,Independent Floor,3,Uttam Nagar,14000,15.555555555555555
900,Independent Floor,2,Uttam Nagar,11000,12.222222222222221
720,Independent Floor,2,Dwarka Mor,15000,20.833333333333332
900,Independent Floor,3,Dwarka Mor,15000,16.666666666666668
900,Independent Floor,2,Dwarka Mor,11000,12.222222222222221
450,Independent Floor,2,Uttam Nagar,12000,26.666666666666668
450,Independent Floor,2,Uttam Nagar,10000,22.22222222222222
900,Independent Floor,2,Uttam Nagar,15000,16.666666666666668
570,Apartment,2,Uttam Nagar,6500,11.403508771929825
750,Independent Floor,2,Uttam Nagar,12000,16.0
800,Independent Floor,2,Uttam Nagar,12500,15.625
480,Apartment,2,Uttam Nagar,6500,13.541666666666666
1000,Apartment,2,Uttam Nagar,14000,14.0
1000,Apartment,2,Janakpuri,14000,14.0
900,Independent Floor,3,Dwarka Mor,14000,15.555555555555555
1350,Independent Floor,3,Paschim Vihar,28000,20.74074074074074
1200,Apartment,3,Paschim Vihar,22000,18.333333333333332
900,Apartment,2,Paschim Vihar,17000,18.88888888888889
1125,Independent Floor,3,Paschim Vihar,25000,22.22222222222222
1250,Independent Floor,4,Paschim Vihar,50000,40.0
3600,Independent House,5,Paschim Vihar,150000,41.666666666666664
3200,Independent House,5,Paschim Vihar,74000,23.125
1300,Independent House,3,other,25000,19.23076923076923
2250,Independent Floor,4,Paschim Vihar,50000,22.22222222222222
1200,Apartment,2,Paschim Vihar,27000,22.5
1800,Independent Floor,3,Paschim Vihar,43000,23.88888888888889
1600,Independent Floor,3,Paschim Vihar,30000,18.75
900,Independent Floor,2,Paschim Vihar,24500,27.22222222222222
1250,Independent Floor,3,Paschim Vihar,27000,21.6
900,Independent Floor,3,Paschim Vihar,25000,27.77777777777778
800,Independent Floor,2,Paschim Vihar,18000,22.5
800,Apartment,2,Paschim Vihar,17000,21.25
1800,Independent Floor,3,Paschim Vihar,35000,19.444444444444443
900,Independent Floor,2,Paschim Vihar,22000,24.444444444444443
754,Independent Floor,2,Paschim Vihar,19000,25.19893899204244
1600,Independent Floor,3,Paschim Vihar,32000,20.0
1350,Independent Floor,3,Paschim Vihar,32000,23.703703703703702
2250,Independent Floor,4,Paschim Vihar,40000,17.77777777777778
1350,Independent Floor,2,Paschim Vihar,23000,17.037037037037038
1800,Independent Floor,3,Paschim Vihar,40000,22.22222222222222
1600,Independent Floor,3,Paschim Vihar,37000,23.125
850,Independent Floor,2,Paschim Vihar,20000,23.529411764705884
900,Independent Floor,2,Paschim Vihar,20000,22.22222222222222
1200,Apartment,2,Paschim Vihar,20000,16.666666666666668
800,Independent House,3,other,12700,15.875
1000,Independent House,2,other,14000,14.0
1800,Independent Floor,3,Paschim Vihar,35000,19.444444444444443
1200,Independent Floor,2,Paschim Vihar,25000,20.833333333333332
2250,Independent Floor,4,Paschim Vihar,40000,17.77777777777778
750,Independent Floor,2,Rohini sector 24,13000,17.333333333333332
1400,Apartment,3,Paschim Vihar,30000,21.428571428571427
1800,Independent Floor,3,Paschim Vihar,40000,22.22222222222222
950,Apartment,2,other,13000,13.68421052631579
1250,Apartment,2,Paschim Vihar,27000,21.6
1500,Independent House,2,Janakpuri,32000,21.333333333333332
1800,Independent Floor,3,Paschim Vihar,45000,25.0
1145,Independent Floor,3,Paschim Vihar,23000,20.087336244541486
1350,Independent Floor,3,Paschim Vihar,30000,22.22222222222222
754,Independent Floor,2,Paschim Vihar,23000,30.50397877984085
1250,Apartment,3,Paschim Vihar,26000,20.8
1800,Independent Floor,3,Paschim Vihar,42000,23.333333333333332
720,Independent Floor,2,Janakpuri,23000,31.944444444444443
3150,Independent Floor,4,Janakpuri,55000,17.46031746031746
720,Independent Floor,2,Janakpuri,18000,25.0
900,Independent Floor,2,Janakpuri,24000,26.666666666666668
720,Independent Floor,2,Janakpuri,23000,31.944444444444443
810,Independent Floor,2,Janakpuri,25000,30.864197530864196
720,Independent Floor,2,Janakpuri,27000,37.5
1350,Independent Floor,3,Janakpuri,28000,20.74074074074074
1350,Independent Floor,3,Janakpuri,35000,25.925925925925927
720,Independent Floor,2,Janakpuri,20000,27.77777777777778
720,Independent Floor,2,Janakpuri,23000,31.944444444444443
720,Independent Floor,2,Janakpuri,25000,34.72222222222222
1125,Independent Floor,2,Janakpuri,22000,19.555555555555557
720,Independent Floor,2,Janakpuri,21000,29.166666666666668
2925,Independent Floor,4,Janakpuri,47000,16.068376068376068
720,Independent Floor,2,Janakpuri,23000,31.944444444444443
900,Independent Floor,2,Janakpuri,23000,25.555555555555557
720,Independent Floor,2,Janakpuri,16000,22.22222222222222
1350,Independent Floor,3,Janakpuri,35000,25.925925925925927
1800,Independent Floor,4,Janakpuri,55000,30.555555555555557
1000,Independent House,2,other,23000,23.0
1800,Independent Floor,3,Paschim Vihar,25000,13.88888888888889
450,Apartment,2,Uttam Nagar,9000,20.0
1200,Apartment,2,Paschim Vihar,26000,21.666666666666668
1100,Apartment,2,Paschim Vihar,20000,18.181818181818183
900,Independent House,2,Paschim Vihar,20000,22.22222222222222
1750,Independent House,2,other,12000,6.857142857142857
1620,Independent Floor,4,Janakpuri,40000,24.691358024691358
990,Independent Floor,2,Janakpuri,30000,30.303030303030305
2025,Independent Floor,4,Janakpuri,55000,27.160493827160494
1125,Independent Floor,3,Janakpuri,40000,35.55555555555556
2250,Independent Floor,4,Paschim Vihar,49000,21.77777777777778
1050,Apartment,3,Paschim Vihar,26000,24.761904761904763
1200,Independent Floor,3,Rohini sector 16,28000,23.333333333333332
1900,Independent Floor,3,Kohat Enclave,42000,22.105263157894736
900,Independent Floor,2,Kohat Enclave,18000,20.0
540,Independent Floor,2,Uttam Nagar,12000,22.22222222222222
1800,Independent Floor,2,Kohat Enclave,30000,16.666666666666668
540,Apartment,2,Uttam Nagar,8500,15.74074074074074
2700,Independent House,5,Kohat Enclave,75000,27.77777777777778
1000,Apartment,2,other,22000,22.0
1350,Independent Floor,3,Janakpuri,30000,22.22222222222222
1000,Independent Floor,2,Janakpuri,21000,21.0
900,Independent Floor,3,Janakpuri,18000,20.0
595,Independent Floor,2,Janakpuri,11000,18.48739495798319
1000,Independent Floor,3,Janakpuri,24000,24.0
1350,Independent Floor,4,Janakpuri,47000,34.81481481481482
990,Independent Floor,3,Janakpuri,37000,37.37373737373738
1350,Independent Floor,3,Janakpuri,38000,28.14814814814815
720,Independent Floor,2,Janakpuri,18000,25.0
1350,Independent Floor,3,Paschim Vihar,27000,20.0
800,Independent Floor,2,other,14000,17.5
2700,Independent Floor,4,Kohat Enclave,90000,33.333333333333336
450,Independent Floor,2,Uttam Nagar,14000,31.11111111111111
630,Independent Floor,2,Uttam Nagar,10000,15.873015873015873
1000,Independent Floor,2,Rajouri Garden,37000,37.0
1500,Independent Floor,3,Sector 3 Rohini,25000,16.666666666666668
1008,Independent Floor,2,other,13000,12.896825396825397
2500,Independent Floor,4,Paschim Vihar,55000,22.0
1100,Apartment,2,other,18000,16.363636363636363
950,Apartment,2,Paschim Vihar,18000,18.94736842105263
1150,Apartment,3,Paschim Vihar,23000,20.0
1600,Apartment,3,Paschim Vihar,35000,21.875
3600,Villa,5,Paschim Vihar,125000,34.72222222222222
1800,Independent Floor,3,Rajouri Garden,43000,23.88888888888889
1000,Apartment,2,Paschim Vihar,20000,20.0
1000,Apartment,2,Paschim Vihar,18000,18.0
1150,Apartment,2,Paschim Vihar,21000,18.26086956521739
1000,Apartment,2,Paschim Vihar,20000,20.0
1100,Apartment,2,Paschim Vihar,17000,15.454545454545455
950,Apartment,2,Paschim Vihar,19000,20.0
1600,Apartment,3,Paschim Vihar,35000,21.875
1000,Apartment,2,Paschim Vihar,18000,18.0
600,Independent Floor,2,Dwarka Mor,10000,16.666666666666668
700,Independent Floor,2,Dwarka Mor,10000,14.285714285714286
1250,Independent Floor,3,Paschim Vihar,32000,25.6
2000,Independent Floor,3,Paschim Vihar,40000,20.0
900,Apartment,2,Paschim Vihar,22000,24.444444444444443
900,Independent Floor,2,Mansarover Garden,21000,23.333333333333332
720,Independent Floor,2,Uttam Nagar west,9500,13.194444444444445
1800,Independent Floor,3,Paschim Vihar,39000,21.666666666666668
1600,Independent Floor,3,Paschim Vihar,26000,16.25
800,Apartment,2,Paschim Vihar,14000,17.5
1000,Independent Floor,3,Paschim Vihar,26000,26.0
1800,Independent Floor,3,Paschim Vihar,33000,18.333333333333332
2500,Independent Floor,4,Paschim Vihar,55000,22.0
1200,Apartment,2,Paschim Vihar,23000,19.166666666666668
1200,Apartment,3,Paschim Vihar,25000,20.833333333333332
1350,Independent Floor,3,Paschim Vihar,35000,25.925925925925927
900,Independent Floor,3,Paschim Vihar,26000,28.88888888888889
900,Apartment,2,Paschim Vihar,20000,22.22222222222222
2000,Independent Floor,3,Paschim Vihar,42000,21.0
1000,Independent Floor,3,Uttam Nagar west,30000,30.0
900,Independent Floor,2,Paschim Vihar,23500,26.11111111111111
1100,Apartment,2,Paschim Vihar,22500,20.454545454545453
1100,Apartment,2,Paschim Vihar,21000,19.09090909090909
1000,Apartment,2,Paschim Vihar,23000,23.0
1150,Independent Floor,4,Uttam Nagar,20000,17.391304347826086
1800,Independent Floor,3,Paschim Vihar,33000,18.333333333333332
2000,Independent Floor,3,other,39000,19.5
900,Apartment,2,Vikas Puri,19000,21.11111111111111
900,Apartment,2,Vikas Puri,19000,21.11111111111111
900,Apartment,2,Vikas Puri,18000,20.0
585,Independent Floor,2,Uttam Nagar,10500,17.94871794871795
600,Independent Floor,2,Uttam Nagar,10000,16.666666666666668
1000,Independent Floor,3,Uttam Nagar,15000,15.0
720,Independent Floor,2,Uttam Nagar,15000,20.833333333333332
720,Independent Floor,2,Uttam Nagar,11000,15.277777777777779
1000,Independent Floor,3,Uttam Nagar west,15000,15.0
650,Independent Floor,2,Sector 3 Rohini,22000,33.84615384615385
1000,Independent Floor,3,Sector 3 Rohini,28000,28.0
1000,Apartment,2,Paschim Vihar,20500,20.5
1200,Apartment,2,Paschim Vihar,19000,15.833333333333334
1250,Independent House,3,Paschim Vihar,24000,19.2
1125,Independent Floor,3,Vikas Puri,26000,23.11111111111111
750,Independent Floor,2,Janakpuri,18000,24.0
650,Independent Floor,2,Dwarka Mor,9500,14.615384615384615
900,Independent Floor,2,Dwarka Mor,8000,8.88888888888889
756,Independent Floor,2,Paschim Vihar,19000,25.132275132275133
750,Independent Floor,2,Paschim Vihar,19500,26.0
800,Independent Floor,2,Paschim Vihar,18500,23.125
600,Apartment,2,Paschim Vihar,13000,21.666666666666668
840,Independent Floor,2,Paschim Vihar,20000,23.80952380952381
900,Independent Floor,3,Dwarka Mor,10000,11.11111111111111
1550,Apartment,3,other,32000,20.64516129032258
450,Apartment,2,Uttam Nagar west,6200,13.777777777777779
2000,Independent Floor,3,Kohat Enclave,30000,15.0
1500,Independent Floor,3,Kohat Enclave,35000,23.333333333333332
900,Independent Floor,3,Uttam Nagar west,17000,18.88888888888889
900,Independent Floor,2,Dwarka Mor,7000,7.777777777777778
1000,Apartment,2,Paschim Vihar,19500,19.5
650,Independent Floor,2,Uttam Nagar,15000,23.076923076923077
585,Independent Floor,2,Uttam Nagar west,15000,25.641025641025642
900,Independent Floor,2,Paschim Vihar,24000,26.666666666666668
1100,Apartment,2,Paschim Vihar,19500,17.727272727272727
500,Independent Floor,2,Dwarka Mor,7500,15.0
1350,Independent Floor,3,other,45000,33.333333333333336
1800,Independent Floor,3,Paschim Vihar,37000,20.555555555555557
1200,Independent Floor,2,Paschim Vihar,18000,15.0
1240,Independent House,2,Paschim Vihar,35000,28.225806451612904
750,Independent Floor,2,Uttam Nagar west,11500,15.333333333333334
900,Independent Floor,2,Paschim Vihar,20000,22.22222222222222
900,Independent Floor,2,Paschim Vihar,22000,24.444444444444443
800,Independent Floor,2,Paschim Vihar,22000,27.5
800,Independent Floor,2,Paschim Vihar,21000,26.25
900,Independent Floor,2,Dwarka Mor,7200,8.0
750,Independent Floor,2,Paschim Vihar,18000,24.0
650,Independent Floor,2,Paschim Vihar,9500,14.615384615384615
750,Independent Floor,2,Paschim Vihar,20000,26.666666666666668
500,Independent Floor,2,Paschim Vihar,12000,24.0
800,Independent Floor,2,Paschim Vihar,22000,27.5
1450,Independent Floor,3,Paschim Vihar,40000,27.586206896551722
1800,Apartment,3,Paschim Vihar,24000,13.333333333333334
1300,Independent Floor,2,Rajouri Garden,26000,20.0
1100,Apartment,2,Paschim Vihar,20000,18.181818181818183
1200,Apartment,2,Paschim Vihar,18500,15.416666666666666
1000,Independent Floor,2,Paschim Vihar,20000,20.0
1800,Independent Floor,3,Paschim Vihar,33000,18.333333333333332
800,Independent Floor,2,Paschim Vihar,16000,20.0
840,Independent Floor,3,Paschim Vihar,25000,29.761904761904763
1800,Independent Floor,3,Paschim Vihar,32000,17.77777777777778
700,Independent Floor,2,Sector 3 Rohini,15000,21.428571428571427
900,Independent Floor,2,Dwarka Mor,8500,9.444444444444445
1850,Independent Floor,3,Paschim Vihar,33000,17.83783783783784
1100,Independent Floor,3,Sector 3 Rohini,32000,29.09090909090909
540,Independent Floor,2,Uttam Nagar,10000,18.51851851851852
540,Independent Floor,2,Uttam Nagar west,9500,17.59259259259259
2000,Independent House,3,Paschim Vihar,31000,15.5
1500,Independent House,2,Paschim Vihar,17000,11.333333333333334
750,Independent Floor,2,Paschim Vihar,15000,20.0
650,Apartment,2,Paschim Vihar,18000,27.692307692307693
1800,Independent Floor,3,Paschim Vihar,35000,19.444444444444443
600,Apartment,2,Paschim Vihar,15000,25.0
800,Apartment,2,Paschim Vihar,18000,22.5
700,Apartment,2,Paschim Vihar,15000,21.428571428571427
1800,Independent Floor,3,Paschim Vihar,42000,23.333333333333332
1100,Apartment,2,Paschim Vihar,19000,17.272727272727273
750,Independent Floor,2,Uttam Nagar west,8000,10.666666666666666
500,Independent Floor,2,Uttam Nagar west,11000,22.0
800,Apartment,2,Vikas Puri,17500,21.875
1100,Independent Floor,3,Rohini sector 16,29000,26.363636363636363
1000,Independent House,2,Rohini sector 16,15000,15.0
800,Independent Floor,2,Dwarka Mor,10000,12.5
550,Independent Floor,2,Dwarka Mor,8000,14.545454545454545
600,Apartment,2,Paschim Vihar,13500,22.5
750,Independent Floor,2,Paschim Vihar,22000,29.333333333333332
750,Independent Floor,2,Paschim Vihar,21000,28.0
1250,Apartment,3,Paschim Vihar,25000,20.0
500,Independent Floor,2,Paschim Vihar,13000,26.0
1250,Independent Floor,3,Paschim Vihar,30000,24.0
900,Independent Floor,2,Paschim Vihar,18000,20.0
1900,Independent House,3,Paschim Vihar,31000,16.31578947368421
950,Apartment,3,Paschim Vihar,17000,17.894736842105264
800,Apartment,2,Paschim Vihar,17000,21.25
640,Independent Floor,2,Uttam Nagar,11000,17.1875
1900,Independent Floor,3,Paschim Vihar,39000,20.526315789473685
800,Independent Floor,2,Paschim Vihar,16500,20.625
1200,Independent Floor,3,Janakpuri,5000,4.166666666666667
750,Independent Floor,2,Sector 3 Rohini,20000,26.666666666666668
650,Independent Floor,2,Sector 3 Rohini,17000,26.153846153846153
900,Independent Floor,2,Paschim Vihar,23000,25.555555555555557
720,Independent Floor,2,Uttam Nagar west,11000,15.277777777777779
4500,Apartment,4,Uttam Nagar,225000,50.0
950,Apartment,2,Paschim Vihar,18000,18.94736842105263
2000,Independent House,3,Paschim Vihar,35000,17.5
1700,Independent House,3,Paschim Vihar,32000,18.823529411764707
840,Independent House,2,Paschim Vihar,25000,29.761904761904763
1250,Apartment,4,Paschim Vihar,25000,20.0
1200,Independent Floor,3,Paschim Vihar,20000,16.666666666666668
1200,Independent Floor,3,Paschim Vihar,25000,20.833333333333332
750,Independent Floor,2,Paschim Vihar,19000,25.333333333333332
832,Independent Floor,2,Rohini sector 16,30000,36.05769230769231
750,Independent Floor,2,Paschim Vihar,26000,34.666666666666664
750,Independent Floor,2,Paschim Vihar,17500,23.333333333333332
750,Independent Floor,2,Uttam Nagar west,13000,17.333333333333332
900,Independent Floor,3,Uttam Nagar west,15000,16.666666666666668
600,Independent Floor,2,Uttam Nagar west,10000,16.666666666666668
500,Independent Floor,2,Uttam Nagar,11000,22.0
900,Apartment,2,Vikas Puri,20000,22.22222222222222
550,Independent Floor,2,Uttam Nagar,8000,14.545454545454545
650,Independent Floor,2,Dwarka Mor,9000,13.846153846153847
500,Independent Floor,2,Paschim Vihar,12000,24.0
900,Independent Floor,2,Paschim Vihar,25000,27.77777777777778
750,Apartment,2,Paschim Vihar,17000,22.666666666666668
1800,Independent Floor,3,Paschim Vihar,35000,19.444444444444443
700,Apartment,2,Paschim Vihar,16000,22.857142857142858
850,Independent Floor,2,Paschim Vihar,16000,18.823529411764707
1800,Independent House,3,Paschim Vihar,30000,16.666666666666668
750,Independent Floor,2,Paschim Vihar,20500,27.333333333333332
840,Apartment,2,Paschim Vihar,20000,23.80952380952381
740,Apartment,2,Paschim Vihar,15000,20.27027027027027
1800,Independent Floor,3,Paschim Vihar,38000,21.11111111111111
1750,Apartment,3,other,40000,22.857142857142858
1777,Apartment,3,other,45000,25.323579065841304
600,Independent Floor,2,Rohini sector 16,18000,30.0
1300,Apartment,2,Paschim Vihar,25000,19.23076923076923
1200,Apartment,2,Paschim Vihar,25000,20.833333333333332
1250,Apartment,3,Paschim Vihar,25000,20.0
1100,Independent Floor,2,Paschim Vihar,18000,16.363636363636363
750,Independent Floor,2,Paschim Vihar,18000,24.0
560,Independent Floor,2,Rohini sector 16,11000,19.642857142857142
2700,Apartment,4,Uttam Nagar,200000,74.07407407407408
1150,Independent Floor,3,Kohat Enclave,40000,34.78260869565217
1650,Independent Floor,3,other,55000,33.333333333333336
1650,Independent Floor,3,Kohat Enclave,55000,33.333333333333336
550,Independent Floor,2,Uttam Nagar,8500,15.454545454545455
550,Independent Floor,2,Uttam Nagar west,20000,36.36363636363637
650,Independent Floor,2,Paschim Vihar,12000,18.46153846153846
750,Independent Floor,2,Paschim Vihar,15000,20.0
